Flight Number;Orig;Dest;A/C;Weekday_Z;STD-HH:MM;STA-HH:MM;DD_Z;Net Payload;Net Volume;key
SQ7413;LAX;HNL;77X;Thu;14:00;20:10;;77350;645;LAX/HNL/2024-09-12 14:00:00
PO752;LAX;CVG;74N;Fri;12:50;16:55;;102300;853;LAX/CVG/2024-09-13 12:50:00
PO927;LAX;ICN;74N;Fri;01:50;15:30;;102300;853;LAX/ICN/2024-09-13 01:50:00
PO934;LAX;NRT;74N;Fri;22:25;10:25;1.0;102300;853;LAX/NRT/2024-09-13 22:25:00
GB403;LAX;CVG;76Y;Fri;03:58;08:08;;47650;442;LAX/CVG/2024-09-13 03:58:00
GB1920;LAX;SFO;76Y;Fri;13:50;15:15;;47650;442;LAX/SFO/2024-09-13 13:50:00
GB410;LAX;CVG;76Y;Fri;02:00;06:10;;47650;442;LAX/CVG/2024-09-13 02:00:00
D053;LAX;EMA;77X;Fri;12:25;23:00;;77350;645;LAX/EMA/2024-09-13 12:25:00
K4287;LAX;LEJ;77X;Fri;11:20;22:20;;77350;645;LAX/LEJ/2024-09-13 11:20:00
SQ7403;LAX;HNL;77X;Fri;14:00;20:10;;77350;645;LAX/HNL/2024-09-13 14:00:00
PO964;LAX;CVG;74N;Sat;14:50;18:55;;102300;853;LAX/CVG/2024-09-14 14:50:00
PO979;LAX;ICN;74N;Sat;22:40;12:20;1.0;102300;853;LAX/ICN/2024-09-14 22:40:00
GB403;LAX;CVG;76Y;Sat;04:13;08:23;;47650;442;LAX/CVG/2024-09-14 04:13:00
GB410;LAX;CVG;76Y;Sat;02:00;06:10;;47650;442;LAX/CVG/2024-09-14 02:00:00
3S473;LAX;FRA;77X;Sat;09:40;20:40;;77350;645;LAX/FRA/2024-09-14 09:40:00
D051;LAX;LEJ;77X;Sat;19:00;06:00;1.0;77350;645;LAX/LEJ/2024-09-14 19:00:00
SQ7443;LAX;SYD;77X;Sat;18:05;09:25;1.0;77350;645;LAX/SYD/2024-09-14 18:05:00
PO962;LAX;CVG;74N;Sun;15:35;19:40;;102300;853;LAX/CVG/2024-09-15 15:35:00
K4613;LAX;CVG;74Y;Sun;06:25;10:40;;87050;725;LAX/CVG/2024-09-15 06:25:00
GB1920;LAX;SFO;76Y;Sun;13:05;14:30;;47650;442;LAX/SFO/2024-09-15 13:05:00
GB403;LAX;CVG;76Y;Sun;10:30;14:40;;47650;442;LAX/CVG/2024-09-15 10:30:00
3S479;LAX;FRA;77X;Sun;07:05;18:05;;77350;645;LAX/FRA/2024-09-15 07:05:00
D053;LAX;EMA;77X;Sun;11:25;22:00;;77350;645;LAX/EMA/2024-09-15 11:25:00
K4230;LAX;ICN;77X;Sun;21:45;11:25;1.0;77350;645;LAX/ICN/2024-09-15 21:45:00
SQ7447;LAX;SYD;77X;Sun;14:25;05:45;1.0;77350;645;LAX/SYD/2024-09-15 14:25:00
QY532;LEJ;CDG;33X;Mon;18:45;20:25;;51200;427;LEJ/CDG/2024-09-09 18:45:00
QY755;LEJ;BAH;33X;Mon;04:35;10:35;;51200;427;LEJ/BAH/2024-09-09 04:35:00
QY1443;LEJ;AMS;33X;Mon;16:20;17:55;;51200;427;LEJ/AMS/2024-09-09 16:20:00
QY546;LEJ;DEL;33X;Mon;04:45;13:00;;51200;427;LEJ/DEL/2024-09-09 04:45:00
QY526;LEJ;DWC;33X;Mon;01:45;08:35;;51200;427;LEJ/DWC/2024-09-09 01:45:00
3V516;LEJ;HKG;74Y;Mon;13:30;00:55;1.0;87050;725;LEJ/HKG/2024-09-09 13:30:00
D075;LEJ;EMA;76V;Mon;14:50;16:55;;47650;442;LEJ/EMA/2024-09-09 14:50:00
QY4904;LEJ;BSL;76Y;Mon;02:40;04:10;;47650;442;LEJ/BSL/2024-09-09 02:40:00
D08;LEJ;CVG;77X;Mon;03:10;12:45;;77350;645;LEJ/CVG/2024-09-09 03:10:00
I98868;LEJ;SZX;77X;Mon;22:30;09:55;1.0;77350;645;LEJ/SZX/2024-09-09 22:30:00
3S570;LEJ;PVG;77X;Mon;05:30;17:10;;77350;645;LEJ/PVG/2024-09-09 05:30:00
3S530;LEJ;SIN;77X;Mon;05:10;17:10;;77350;645;LEJ/SIN/2024-09-09 05:10:00
3S594;LEJ;NRT;77X;Mon;10:45;23:45;;77350;645;LEJ/NRT/2024-09-09 10:45:00
3S390;LEJ;CVG;77X;Mon;18:45;04:20;1.0;77350;645;LEJ/CVG/2024-09-09 18:45:00
3S528;LEJ;BAH;77X;Mon;03:35;09:05;;77350;645;LEJ/BAH/2024-09-09 03:35:00
QY211;LEJ;FRA;ABY;Mon;18:35;19:55;;46000;386;LEJ/FRA/2024-09-09 18:35:00
QY960;LEJ;TLV;ABY;Mon;05:05;09:15;;46000;386;LEJ/TLV/2024-09-09 05:05:00
QY5546;LEJ;WAW;ABY;Mon;03:10;04:40;;46000;386;LEJ/WAW/2024-09-09 03:10:00
QY5706;LEJ;OTP;ABY;Mon;02:45;05:05;;46000;386;LEJ/OTP/2024-09-09 02:45:00
QY7858;LEJ;PSA;ABY;Mon;02:05;04:00;;46000;386;LEJ/PSA/2024-09-09 02:05:00
QY3844;LEJ;BLL;ABY;Mon;01:15;02:40;;46000;386;LEJ/BLL/2024-09-09 01:15:00
QY8464;LEJ;MAD;ABY;Mon;00:55;04:05;;46000;386;LEJ/MAD/2024-09-09 00:55:00
QY7916;LEJ;BLQ;ABY;Mon;00:25;02:15;;46000;386;LEJ/BLQ/2024-09-09 00:25:00
QY116;LEJ;BRU;ABY;Mon;23:50;01:20;1.0;46000;386;LEJ/BRU/2024-09-09 23:50:00
KF378;LEJ;CVG;33X;Tue;11:35;21:05;;51200;427;LEJ/CVG/2024-09-10 11:35:00
QY534;LEJ;CDG;33X;Tue;18:45;20:25;;51200;427;LEJ/CDG/2024-09-10 18:45:00
QY548;LEJ;DEL;33X;Tue;04:45;13:00;;51200;427;LEJ/DEL/2024-09-10 04:45:00
QY755;LEJ;MXP;33X;Tue;01:30;03:20;;51200;427;LEJ/MXP/2024-09-10 01:30:00
QY360;LEJ;JFK;33Y;Tue;02:05;11:20;;49650;509;LEJ/JFK/2024-09-10 02:05:00
D0317;LEJ;EMA;76V;Tue;00:40;02:45;;47650;442;LEJ/EMA/2024-09-10 00:40:00
QY4904;LEJ;BSL;76Y;Tue;03:15;04:45;;47650;442;LEJ/BSL/2024-09-10 03:15:00
D0533;LEJ;EMA;77X;Tue;18:25;20:30;;77350;645;LEJ/EMA/2024-09-10 18:25:00
K4281;LEJ;HKG;77X;Tue;04:30;15:55;;77350;645;LEJ/HKG/2024-09-10 04:30:00
3S390;LEJ;CVG;77X;Tue;18:45;04:20;1.0;77350;645;LEJ/CVG/2024-09-10 18:45:00
3S570;LEJ;PVG;77X;Tue;05:30;17:10;;77350;645;LEJ/PVG/2024-09-10 05:30:00
3S590;LEJ;NRT;77X;Tue;11:15;00:15;1.0;77350;645;LEJ/NRT/2024-09-10 11:15:00
3S530;LEJ;SIN;77X;Tue;05:10;17:10;;77350;645;LEJ/SIN/2024-09-10 05:10:00
3S520;LEJ;BAH;77X;Tue;05:05;10:35;;77350;645;LEJ/BAH/2024-09-10 05:05:00
3S580;LEJ;ICN;77X;Tue;04:55;16:20;;77350;645;LEJ/ICN/2024-09-10 04:55:00
3S514;LEJ;DXB;77X;Tue;04:40;10:45;;77350;645;LEJ/DXB/2024-09-10 04:40:00
3S528;LEJ;BAH;77X;Tue;02:05;07:35;;77350;645;LEJ/BAH/2024-09-10 02:05:00
3S586;LEJ;BKK;77X;Tue;04:30;14:55;;77350;645;LEJ/BKK/2024-09-10 04:30:00
QY217;LEJ;MUC;ABY;Tue;18:30;19:50;;46000;386;LEJ/MUC/2024-09-10 18:30:00
QY994;LEJ;TLV;ABY;Tue;05:35;09:45;;46000;386;LEJ/TLV/2024-09-10 05:35:00
QY124;LEJ;BRU;ABY;Tue;17:20;18:50;;46000;386;LEJ/BRU/2024-09-10 17:20:00
QY134;LEJ;MXP;ABY;Tue;15:35;17:25;;46000;386;LEJ/MXP/2024-09-10 15:35:00
QY2230;LEJ;STN;ABY;Tue;04:40;06:15;;46000;386;LEJ/STN/2024-09-10 04:40:00
QY7078;LEJ;CIA;ABY;Tue;04:05;06:10;;46000;386;LEJ/CIA/2024-09-10 04:05:00
QY7858;LEJ;PSA;ABY;Tue;04:05;06:00;;46000;386;LEJ/PSA/2024-09-10 04:05:00
QY4214;LEJ;STR;ABY;Tue;03:55;05:20;;46000;386;LEJ/STR/2024-09-10 03:55:00
QY5706;LEJ;OTP;ABY;Tue;03:35;05:40;;46000;386;LEJ/OTP/2024-09-10 03:35:00
QY4108;LEJ;MUC;ABY;Tue;03:25;04:40;;46000;386;LEJ/MUC/2024-09-10 03:25:00
QY5546;LEJ;WAW;ABY;Tue;03:20;04:50;;46000;386;LEJ/WAW/2024-09-10 03:20:00
QY186;LEJ;FRA;ABY;Tue;03:10;04:15;;46000;386;LEJ/FRA/2024-09-10 03:10:00
QY7916;LEJ;BLQ;ABY;Tue;03:00;04:50;;46000;386;LEJ/BLQ/2024-09-10 03:00:00
QY1182;LEJ;LYS;ABY;Tue;02:55;04:45;;46000;386;LEJ/LYS/2024-09-10 02:55:00
QY2218;LEJ;LTN;ABY;Tue;02:40;04:35;;46000;386;LEJ/LTN/2024-09-10 02:40:00
QY1446;LEJ;AMS;ABY;Tue;02:35;04:10;;46000;386;LEJ/AMS/2024-09-10 02:35:00
QY8464;LEJ;MAD;ABY;Tue;02:35;05:45;;46000;386;LEJ/MAD/2024-09-10 02:35:00
QY116;LEJ;BRU;ABY;Tue;23:50;01:20;1.0;46000;386;LEJ/BRU/2024-09-10 23:50:00
QY178;LEJ;CPH;ABY;Tue;02:30;03:45;;46000;386;LEJ/CPH/2024-09-10 02:30:00
QY1264;LEJ;CDG;ABY;Tue;02:25;04:20;;46000;386;LEJ/CDG/2024-09-10 02:25:00
QY120;LEJ;BRU;ABY;Tue;02:20;03:50;;46000;386;LEJ/BRU/2024-09-10 02:20:00
QY1262;LEJ;CDG;ABY;Tue;01:25;03:20;;46000;386;LEJ/CDG/2024-09-10 01:25:00
QY196;LEJ;VIT;ABY;Tue;01:20;04:10;;46000;386;LEJ/VIT/2024-09-10 01:20:00
KF378;LEJ;CVG;33X;Wed;11:35;21:05;;51200;427;LEJ/CVG/2024-09-11 11:35:00
QY532;LEJ;CDG;33X;Wed;18:45;20:25;;51200;427;LEJ/CDG/2024-09-11 18:45:00
QY546;LEJ;DEL;33X;Wed;04:45;13:00;;51200;427;LEJ/DEL/2024-09-11 04:45:00
QY755;LEJ;MXP;33X;Wed;01:30;03:20;;51200;427;LEJ/MXP/2024-09-11 01:30:00
QY362;LEJ;JFK;33Y;Wed;02:05;11:20;;49650;509;LEJ/JFK/2024-09-11 02:05:00
3V516;LEJ;DWC;74Y;Wed;05:35;11:40;;87050;725;LEJ/DWC/2024-09-11 05:35:00
D077;LEJ;EMA;76V;Wed;00:40;02:45;;47650;442;LEJ/EMA/2024-09-11 00:40:00
QY2216;LEJ;STN;76Y;Wed;02:40;04:35;;47650;442;LEJ/STN/2024-09-11 02:40:00
D0520;LEJ;HKG;77X;Wed;16:45;04:10;1.0;77350;645;LEJ/HKG/2024-09-11 16:45:00
K4283;LEJ;HKG;77X;Wed;04:30;15:55;;77350;645;LEJ/HKG/2024-09-11 04:30:00
3S564;LEJ;PVG;77X;Wed;07:50;19:30;;77350;645;LEJ/PVG/2024-09-11 07:50:00
3S590;LEJ;NRT;77X;Wed;11:30;00:30;1.0;77350;645;LEJ/NRT/2024-09-11 11:30:00
3S390;LEJ;CVG;77X;Wed;18:45;04:20;1.0;77350;645;LEJ/CVG/2024-09-11 18:45:00
3S530;LEJ;SIN;77X;Wed;05:10;17:10;;77350;645;LEJ/SIN/2024-09-11 05:10:00
3S570;LEJ;PVG;77X;Wed;05:30;17:10;;77350;645;LEJ/PVG/2024-09-11 05:30:00
3S192;LEJ;EMA;77X;Wed;18:25;20:15;;77350;645;LEJ/EMA/2024-09-11 18:25:00
3S580;LEJ;ICN;77X;Wed;04:55;16:20;;77350;645;LEJ/ICN/2024-09-11 04:55:00
3S514;LEJ;DXB;77X;Wed;04:40;10:45;;77350;645;LEJ/DXB/2024-09-11 04:40:00
3S586;LEJ;BKK;77X;Wed;04:30;14:55;;77350;645;LEJ/BKK/2024-09-11 04:30:00
3S528;LEJ;BAH;77X;Wed;04:10;09:40;;77350;645;LEJ/BAH/2024-09-11 04:10:00
QY217;LEJ;MUC;ABY;Wed;18:30;19:50;;46000;386;LEJ/MUC/2024-09-11 18:30:00
QY994;LEJ;TLV;ABY;Wed;05:35;09:45;;46000;386;LEJ/TLV/2024-09-11 05:35:00
QY124;LEJ;BRU;ABY;Wed;17:20;18:50;;46000;386;LEJ/BRU/2024-09-11 17:20:00
QY134;LEJ;MXP;ABY;Wed;15:35;17:25;;46000;386;LEJ/MXP/2024-09-11 15:35:00
QY2230;LEJ;STN;ABY;Wed;04:40;06:15;;46000;386;LEJ/STN/2024-09-11 04:40:00
QY7078;LEJ;CIA;ABY;Wed;04:05;06:10;;46000;386;LEJ/CIA/2024-09-11 04:05:00
QY7858;LEJ;PSA;ABY;Wed;04:05;06:00;;46000;386;LEJ/PSA/2024-09-11 04:05:00
QY4214;LEJ;STR;ABY;Wed;03:55;05:20;;46000;386;LEJ/STR/2024-09-11 03:55:00
QY5706;LEJ;OTP;ABY;Wed;03:35;05:40;;46000;386;LEJ/OTP/2024-09-11 03:35:00
QY4108;LEJ;MUC;ABY;Wed;03:25;04:40;;46000;386;LEJ/MUC/2024-09-11 03:25:00
QY5546;LEJ;WAW;ABY;Wed;03:20;04:50;;46000;386;LEJ/WAW/2024-09-11 03:20:00
QY4904;LEJ;BSL;ABY;Wed;03:15;04:45;;46000;386;LEJ/BSL/2024-09-11 03:15:00
QY186;LEJ;FRA;ABY;Wed;03:10;04:15;;46000;386;LEJ/FRA/2024-09-11 03:10:00
QY7916;LEJ;BLQ;ABY;Wed;03:00;04:50;;46000;386;LEJ/BLQ/2024-09-11 03:00:00
QY1182;LEJ;LYS;ABY;Wed;02:55;04:45;;46000;386;LEJ/LYS/2024-09-11 02:55:00
QY2218;LEJ;LTN;ABY;Wed;02:40;04:35;;46000;386;LEJ/LTN/2024-09-11 02:40:00
QY1446;LEJ;AMS;ABY;Wed;02:35;04:10;;46000;386;LEJ/AMS/2024-09-11 02:35:00
QY8464;LEJ;MAD;ABY;Wed;02:35;05:45;;46000;386;LEJ/MAD/2024-09-11 02:35:00
QY116;LEJ;BRU;ABY;Wed;23:50;01:20;1.0;46000;386;LEJ/BRU/2024-09-11 23:50:00
QY178;LEJ;CPH;ABY;Wed;02:30;03:45;;46000;386;LEJ/CPH/2024-09-11 02:30:00
QY1264;LEJ;CDG;ABY;Wed;02:25;04:20;;46000;386;LEJ/CDG/2024-09-11 02:25:00
QY120;LEJ;BRU;ABY;Wed;02:20;03:50;;46000;386;LEJ/BRU/2024-09-11 02:20:00
QY196;LEJ;VIT;ABY;Wed;01:20;04:10;;46000;386;LEJ/VIT/2024-09-11 01:20:00
KF378;LEJ;CVG;33X;Thu;11:35;21:05;;51200;427;LEJ/CVG/2024-09-12 11:35:00
QY534;LEJ;CDG;33X;Thu;18:45;20:25;;51200;427;LEJ/CDG/2024-09-12 18:45:00
QY548;LEJ;DEL;33X;Thu;04:45;13:00;;51200;427;LEJ/DEL/2024-09-12 04:45:00
QY755;LEJ;MXP;33X;Thu;01:30;03:20;;51200;427;LEJ/MXP/2024-09-12 01:30:00
QY360;LEJ;JFK;33Y;Thu;02:05;11:20;;49650;509;LEJ/JFK/2024-09-12 02:05:00
D071;LEJ;EMA;76V;Thu;00:40;02:45;;47650;442;LEJ/EMA/2024-09-12 00:40:00
QY1446;LEJ;AMS;76Y;Thu;02:35;04:10;;47650;442;LEJ/AMS/2024-09-12 02:35:00
K4281;LEJ;HKG;77X;Thu;04:30;15:55;;77350;645;LEJ/HKG/2024-09-12 04:30:00
3S570;LEJ;PVG;77X;Thu;05:30;17:10;;77350;645;LEJ/PVG/2024-09-12 05:30:00
3S390;LEJ;CVG;77X;Thu;18:45;04:20;1.0;77350;645;LEJ/CVG/2024-09-12 18:45:00
3S530;LEJ;SIN;77X;Thu;05:10;17:10;;77350;645;LEJ/SIN/2024-09-12 05:10:00
3S594;LEJ;NRT;77X;Thu;11:30;00:30;1.0;77350;645;LEJ/NRT/2024-09-12 11:30:00
3S192;LEJ;EMA;77X;Thu;18:25;20:15;;77350;645;LEJ/EMA/2024-09-12 18:25:00
3S520;LEJ;BAH;77X;Thu;05:05;10:35;;77350;645;LEJ/BAH/2024-09-12 05:05:00
3S580;LEJ;ICN;77X;Thu;04:55;16:20;;77350;645;LEJ/ICN/2024-09-12 04:55:00
3S514;LEJ;DXB;77X;Thu;04:40;10:45;;77350;645;LEJ/DXB/2024-09-12 04:40:00
3S528;LEJ;BAH;77X;Thu;02:05;07:35;;77350;645;LEJ/BAH/2024-09-12 02:05:00
3S586;LEJ;BKK;77X;Thu;04:30;14:55;;77350;645;LEJ/BKK/2024-09-12 04:30:00
QY217;LEJ;MUC;ABY;Thu;18:30;19:50;;46000;386;LEJ/MUC/2024-09-12 18:30:00
QY994;LEJ;TLV;ABY;Thu;05:35;09:45;;46000;386;LEJ/TLV/2024-09-12 05:35:00
QY124;LEJ;BRU;ABY;Thu;17:20;18:50;;46000;386;LEJ/BRU/2024-09-12 17:20:00
QY134;LEJ;MXP;ABY;Thu;15:35;17:25;;46000;386;LEJ/MXP/2024-09-12 15:35:00
QY2230;LEJ;STN;ABY;Thu;04:40;06:15;;46000;386;LEJ/STN/2024-09-12 04:40:00
QY7078;LEJ;CIA;ABY;Thu;04:05;06:10;;46000;386;LEJ/CIA/2024-09-12 04:05:00
QY7858;LEJ;PSA;ABY;Thu;04:05;06:00;;46000;386;LEJ/PSA/2024-09-12 04:05:00
QY5706;LEJ;OTP;ABY;Thu;03:35;05:40;;46000;386;LEJ/OTP/2024-09-12 03:35:00
QY4108;LEJ;MUC;ABY;Thu;03:25;04:40;;46000;386;LEJ/MUC/2024-09-12 03:25:00
QY5546;LEJ;WAW;ABY;Thu;03:20;04:50;;46000;386;LEJ/WAW/2024-09-12 03:20:00
QY4904;LEJ;BSL;ABY;Thu;03:15;04:45;;46000;386;LEJ/BSL/2024-09-12 03:15:00
QY186;LEJ;FRA;ABY;Thu;03:10;04:15;;46000;386;LEJ/FRA/2024-09-12 03:10:00
QY7916;LEJ;BLQ;ABY;Thu;03:00;04:50;;46000;386;LEJ/BLQ/2024-09-12 03:00:00
QY1182;LEJ;LYS;ABY;Thu;02:55;04:45;;46000;386;LEJ/LYS/2024-09-12 02:55:00
QY2218;LEJ;LTN;ABY;Thu;02:40;04:35;;46000;386;LEJ/LTN/2024-09-12 02:40:00
QY8464;LEJ;MAD;ABY;Thu;02:35;05:45;;46000;386;LEJ/MAD/2024-09-12 02:35:00
QY178;LEJ;CPH;ABY;Thu;02:30;03:45;;46000;386;LEJ/CPH/2024-09-12 02:30:00
QY1264;LEJ;CDG;ABY;Thu;02:25;04:20;;46000;386;LEJ/CDG/2024-09-12 02:25:00
QY120;LEJ;BRU;ABY;Thu;02:20;03:50;;46000;386;LEJ/BRU/2024-09-12 02:20:00
QY114;LEJ;EMA;ABY;Thu;01:50;03:55;;46000;386;LEJ/EMA/2024-09-12 01:50:00
QY1262;LEJ;CDG;ABY;Thu;01:25;03:20;;46000;386;LEJ/CDG/2024-09-12 01:25:00
QY196;LEJ;VIT;ABY;Thu;01:20;04:10;;46000;386;LEJ/VIT/2024-09-12 01:20:00
KF378;LEJ;CVG;33X;Fri;11:35;21:05;;51200;427;LEJ/CVG/2024-09-13 11:35:00
QY532;LEJ;CDG;33X;Fri;18:45;20:25;;51200;427;LEJ/CDG/2024-09-13 18:45:00
QY546;LEJ;DEL;33X;Fri;04:45;13:00;;51200;427;LEJ/DEL/2024-09-13 04:45:00
QY755;LEJ;MXP;33X;Fri;01:30;03:20;;51200;427;LEJ/MXP/2024-09-13 01:30:00
QY362;LEJ;JFK;33Y;Fri;02:05;11:20;;49650;509;LEJ/JFK/2024-09-13 02:05:00
3V516;LEJ;DWC;74Y;Fri;02:50;08:55;;87050;725;LEJ/DWC/2024-09-13 02:50:00
D071;LEJ;EMA;76V;Fri;14:50;16:55;;47650;442;LEJ/EMA/2024-09-13 14:50:00
D073;LEJ;EMA;76V;Fri;00:40;02:45;;47650;442;LEJ/EMA/2024-09-13 00:40:00
QY2216;LEJ;STN;76Y;Fri;02:40;04:35;;47650;442;LEJ/STN/2024-09-13 02:40:00
D0519;LEJ;EMA;77X;Fri;00:15;02:20;;77350;645;LEJ/EMA/2024-09-13 00:15:00
I98850;LEJ;RUH;77X;Fri;22:30;04:10;1.0;77350;645;LEJ/RUH/2024-09-13 22:30:00
K4283;LEJ;HKG;77X;Fri;04:30;15:55;;77350;645;LEJ/HKG/2024-09-13 04:30:00
3S390;LEJ;CVG;77X;Fri;18:45;04:20;1.0;77350;645;LEJ/CVG/2024-09-13 18:45:00
3S192;LEJ;EMA;77X;Fri;18:25;20:15;;77350;645;LEJ/EMA/2024-09-13 18:25:00
3S295;LEJ;FRA;77X;Fri;12:25;13:35;;77350;645;LEJ/FRA/2024-09-13 12:25:00
3S570;LEJ;PVG;77X;Fri;05:30;17:10;;77350;645;LEJ/PVG/2024-09-13 05:30:00
3S580;LEJ;ICN;77X;Fri;08:35;20:00;;77350;645;LEJ/ICN/2024-09-13 08:35:00
3S514;LEJ;DXB;77X;Fri;07:55;14:00;;77350;645;LEJ/DXB/2024-09-13 07:55:00
3S530;LEJ;SIN;77X;Fri;05:10;17:10;;77350;645;LEJ/SIN/2024-09-13 05:10:00
3S999;LEJ;FRA;77X;Fri;10:55;12:05;;77350;645;LEJ/FRA/2024-09-13 10:55:00
3S170;LEJ;FRA;77X;Fri;02:55;04:05;;77350;645;LEJ/FRA/2024-09-13 02:55:00
3S502;LEJ;BKK;77X;Fri;04:30;14:55;;77350;645;LEJ/BKK/2024-09-13 04:30:00
3S528;LEJ;BAH;77X;Fri;02:05;07:35;;77350;645;LEJ/BAH/2024-09-13 02:05:00
QY962;LEJ;TLV;ABY;Fri;06:40;10:50;;46000;386;LEJ/TLV/2024-09-13 06:40:00
QY100;LEJ;EMA;ABY;Fri;04:40;06:45;;46000;386;LEJ/EMA/2024-09-13 04:40:00
QY134;LEJ;MXP;ABY;Fri;15:35;17:25;;46000;386;LEJ/MXP/2024-09-13 15:35:00
QY217;LEJ;MUC;ABY;Fri;18:30;19:50;;46000;386;LEJ/MUC/2024-09-13 18:30:00
QY7078;LEJ;CIA;ABY;Fri;04:05;06:10;;46000;386;LEJ/CIA/2024-09-13 04:05:00
QY7858;LEJ;PSA;ABY;Fri;04:05;06:00;;46000;386;LEJ/PSA/2024-09-13 04:05:00
QY5706;LEJ;OTP;ABY;Fri;03:35;05:50;;46000;386;LEJ/OTP/2024-09-13 03:35:00
QY4108;LEJ;MUC;ABY;Fri;03:25;04:40;;46000;386;LEJ/MUC/2024-09-13 03:25:00
QY5546;LEJ;WAW;ABY;Fri;03:20;04:50;;46000;386;LEJ/WAW/2024-09-13 03:20:00
QY4904;LEJ;BSL;ABY;Fri;03:15;04:45;;46000;386;LEJ/BSL/2024-09-13 03:15:00
QY186;LEJ;FRA;ABY;Fri;03:10;04:15;;46000;386;LEJ/FRA/2024-09-13 03:10:00
QY104;LEJ;EMA;ABY;Fri;23:20;01:25;1.0;46000;386;LEJ/EMA/2024-09-13 23:20:00
QY7916;LEJ;BLQ;ABY;Fri;03:00;04:50;;46000;386;LEJ/BLQ/2024-09-13 03:00:00
QY1182;LEJ;LYS;ABY;Fri;02:55;04:45;;46000;386;LEJ/LYS/2024-09-13 02:55:00
QY2218;LEJ;LTN;ABY;Fri;02:40;04:35;;46000;386;LEJ/LTN/2024-09-13 02:40:00
QY8464;LEJ;MAD;ABY;Fri;02:35;05:45;;46000;386;LEJ/MAD/2024-09-13 02:35:00
QY178;LEJ;CPH;ABY;Fri;02:30;03:45;;46000;386;LEJ/CPH/2024-09-13 02:30:00
QY1264;LEJ;CDG;ABY;Fri;02:25;04:20;;46000;386;LEJ/CDG/2024-09-13 02:25:00
QY120;LEJ;BRU;ABY;Fri;02:20;03:50;;46000;386;LEJ/BRU/2024-09-13 02:20:00
QY114;LEJ;EMA;ABY;Fri;01:50;03:55;;46000;386;LEJ/EMA/2024-09-13 01:50:00
QY1262;LEJ;CDG;ABY;Fri;01:25;03:20;;46000;386;LEJ/CDG/2024-09-13 01:25:00
QY196;LEJ;VIT;ABY;Fri;01:20;04:10;;46000;386;LEJ/VIT/2024-09-13 01:20:00
KF378;LEJ;CVG;33X;Sat;11:35;21:05;;51200;427;LEJ/CVG/2024-09-14 11:35:00
QY548;LEJ;DEL;33X;Sat;04:45;13:00;;51200;427;LEJ/DEL/2024-09-14 04:45:00
QY755;LEJ;MXP;33X;Sat;04:20;06:10;;51200;427;LEJ/MXP/2024-09-14 04:20:00
QY122;LEJ;BRU;33Y;Sat;02:45;04:15;;49650;509;LEJ/BRU/2024-09-14 02:45:00
D0376;LEJ;CVG;76V;Sat;08:15;17:55;;47650;442;LEJ/CVG/2024-09-14 08:15:00
D073;LEJ;EMA;76V;Sat;22:20;00:25;1.0;47650;442;LEJ/EMA/2024-09-14 22:20:00
D0521;LEJ;EMA;77X;Sat;23:40;01:45;1.0;77350;645;LEJ/EMA/2024-09-14 23:40:00
I98876;LEJ;RUH;77X;Sat;14:45;20:25;;77350;645;LEJ/RUH/2024-09-14 14:45:00
K4281;LEJ;HKG;77X;Sat;04:30;15:55;;77350;645;LEJ/HKG/2024-09-14 04:30:00
3S570;LEJ;PVG;77X;Sat;05:30;17:10;;77350;645;LEJ/PVG/2024-09-14 05:30:00
3S590;LEJ;NRT;77X;Sat;20:35;09:35;1.0;77350;645;LEJ/NRT/2024-09-14 20:35:00
3S390;LEJ;CVG;77X;Sat;18:45;04:20;1.0;77350;645;LEJ/CVG/2024-09-14 18:45:00
3S530;LEJ;SIN;77X;Sat;05:10;17:10;;77350;645;LEJ/SIN/2024-09-14 05:10:00
3S172;LEJ;FRA;77X;Sat;16:15;17:25;;77350;645;LEJ/FRA/2024-09-14 16:15:00
3S174;LEJ;FRA;77X;Sat;13:50;15:00;;77350;645;LEJ/FRA/2024-09-14 13:50:00
3S542;LEJ;SIN;77X;Sat;12:45;00:45;1.0;77350;645;LEJ/SIN/2024-09-14 12:45:00
3S582;LEJ;ICN;77X;Sat;05:00;16:25;;77350;645;LEJ/ICN/2024-09-14 05:00:00
3S514;LEJ;DXB;77X;Sat;04:40;10:45;;77350;645;LEJ/DXB/2024-09-14 04:40:00
3S586;LEJ;BKK;77X;Sat;04:30;14:55;;77350;645;LEJ/BKK/2024-09-14 04:30:00
3S528;LEJ;BAH;77X;Sat;04:20;09:50;;77350;645;LEJ/BAH/2024-09-14 04:20:00
QY962;LEJ;TLV;ABY;Sat;08:25;12:20;;46000;386;LEJ/TLV/2024-09-14 08:25:00
QY960;LEJ;TLV;ABY;Sat;06:45;10:40;;46000;386;LEJ/TLV/2024-09-14 06:45:00
QY6768;LEJ;LTN;ABY;Sat;06:15;08:25;;46000;386;LEJ/LTN/2024-09-14 06:15:00
QY4958;LEJ;BSL;ABY;Sat;04:50;06:20;;46000;386;LEJ/BSL/2024-09-14 04:50:00
QY6;LEJ;BUD;ABY;Sat;04:35;06:15;;46000;386;LEJ/BUD/2024-09-14 04:35:00
QY196;LEJ;VIT;ABY;Sat;04:25;07:15;;46000;386;LEJ/VIT/2024-09-14 04:25:00
