Flight Number;Orig;Dest;A/C;Weekday_Z;STD-HH:MM;STA-HH:MM;DD_Z;Net Payload;Net Volume;key
GB588;CVG;BWI;76Y;Mon;07:05;08:45;;47650;442;CVG/BWI/2024-09-09 07:05:00
W8924;CVG;GDL;76Y;Mon;08:53;13:18;;47650;442;CVG/GDL/2024-09-09 08:53:00
GB599;CVG;MCO;76Y;Mon;07:00;09:15;;47650;442;CVG/MCO/2024-09-09 07:00:00
W8991;CVG;YMX;76Y;Mon;08:50;10:50;;47650;442;CVG/YMX/2024-09-09 08:50:00
GB552;CVG;JFK;76Y;Mon;05:31;07:31;;47650;442;CVG/JFK/2024-09-09 05:31:00
W8911;CVG;YHM;76Y;Mon;07:30;08:50;;47650;442;CVG/YHM/2024-09-09 07:30:00
GB803;CVG;LAX;76Y;Mon;05:28;10:18;;47650;442;CVG/LAX/2024-09-09 05:28:00
W81926;CVG;YVR;76Y;Mon;05:30;10:30;;47650;442;CVG/YVR/2024-09-09 05:30:00
2I925;CVG;MIA;76Y;Mon;05:15;07:50;;47650;442;CVG/MIA/2024-09-09 05:15:00
GB520;CVG;IAH;76Y;Mon;05:20;08:00;;47650;442;CVG/IAH/2024-09-09 05:20:00
GB845;CVG;SJU;76Y;Mon;05:18;09:13;;47650;442;CVG/SJU/2024-09-09 05:18:00
GB510;CVG;ATL;76Y;Mon;05:17;06:52;;47650;442;CVG/ATL/2024-09-09 05:17:00
GB450;CVG;ATL;76Y;Mon;03:15;04:50;;47650;442;CVG/ATL/2024-09-09 03:15:00
GB583;CVG;MIA;76Y;Mon;03:00;05:35;;47650;442;CVG/MIA/2024-09-09 03:00:00
GB1502;CVG;DFW;76Y;Mon;01:00;03:35;;47650;442;CVG/DFW/2024-09-09 01:00:00
3S395;CVG;LEJ;77X;Mon;16:30;00:45;1.0;77350;645;CVG/LEJ/2024-09-09 16:30:00
3S399;CVG;FRA;77X;Mon;20:00;04:15;1.0;77350;645;CVG/FRA/2024-09-09 20:00:00
D02;CVG;NGO;77X;Mon;12:00;02:45;1.0;77350;645;CVG/NGO/2024-09-09 12:00:00
D0393;CVG;EMA;77X;Mon;14:45;22:05;;77350;645;CVG/EMA/2024-09-09 14:45:00
K4206;CVG;LEJ;77X;Mon;12:00;20:15;;77350;645;CVG/LEJ/2024-09-09 12:00:00
K4226;CVG;ICN;74Y;Mon;23:15;15:05;1.0;87050;725;CVG/ICN/2024-09-09 23:15:00
PO956;CVG;ANC;77X;Mon;05:35;12:50;;77350;645;CVG/ANC/2024-09-09 05:35:00
SQ7433;CVG;LAX;77X;Mon;08:55;13:50;;77350;645;CVG/LAX/2024-09-09 08:55:00
K4216;CVG;ICN;77X;Mon;04:45;20:35;;77350;645;CVG/ICN/2024-09-09 04:45:00
KF277;CVG;BRU;33X;Tue;10:05;18:15;;51200;427;CVG/BRU/2024-09-10 10:05:00
QY373;CVG;MXP;33Y;Tue;17:50;02:40;1.0;49650;509;CVG/MXP/2024-09-10 17:50:00
PO751;CVG;NRT;74N;Tue;19:00;09:00;1.0;102300;853;CVG/NRT/2024-09-10 19:00:00
K4626;CVG;ANC;74Y;Tue;05:50;12:55;;87050;725;CVG/ANC/2024-09-10 05:50:00
K4676;CVG;ANC;74Y;Tue;00:30;07:30;;87050;725;CVG/ANC/2024-09-10 00:30:00
D01;CVG;BRU;76V;Tue;12:35;20:45;;47650;442;CVG/BRU/2024-09-10 12:35:00
2I925;CVG;MCO;76Y;Tue;11:51;14:06;;47650;442;CVG/MCO/2024-09-10 11:51:00
GB480;CVG;JFK;76Y;Tue;23:33;01:33;1.0;47650;442;CVG/JFK/2024-09-10 23:33:00
GB599;CVG;MIA;76Y;Tue;21:30;00:05;1.0;47650;442;CVG/MIA/2024-09-10 21:30:00
GB810;CVG;LAX;76Y;Tue;17:00;21:50;;47650;442;CVG/LAX/2024-09-10 17:00:00
GB880;CVG;LAX;76Y;Tue;20:00;00:50;1.0;47650;442;CVG/LAX/2024-09-10 20:00:00
GB901;CVG;PTY;76Y;Tue;12:25;17:10;;47650;442;CVG/PTY/2024-09-10 12:25:00
W8951;CVG;YHM;76Y;Tue;11:45;13:05;;47650;442;CVG/YHM/2024-09-10 11:45:00
GB520;CVG;IAH;76Y;Tue;12:13;14:53;;47650;442;CVG/IAH/2024-09-10 12:13:00
W8952;CVG;NLU;76Y;Tue;11:30;15:40;;47650;442;CVG/NLU/2024-09-10 11:30:00
GB502;CVG;DFW;76Y;Tue;11:45;14:20;;47650;442;CVG/DFW/2024-09-10 11:45:00
W8920;CVG;GDL;76Y;Tue;11:18;15:43;;47650;442;CVG/GDL/2024-09-10 11:18:00
GB797;CVG;ORD;76Y;Tue;11:42;13:07;;47650;442;CVG/ORD/2024-09-10 11:42:00
W81926;CVG;YVR;76Y;Tue;11:10;16:10;;47650;442;CVG/YVR/2024-09-10 11:10:00
GB507;CVG;HRL;76Y;Tue;11:34;14:54;;47650;442;CVG/HRL/2024-09-10 11:34:00
W8991;CVG;YMX;76Y;Tue;11:04;13:04;;47650;442;CVG/YMX/2024-09-10 11:04:00
GB845;CVG;SJU;76Y;Tue;11:28;15:23;;47650;442;CVG/SJU/2024-09-10 11:28:00
W8371;CVG;EMA;76Y;Tue;10:00;17:30;;47650;442;CVG/EMA/2024-09-10 10:00:00
GB510;CVG;ATL;76Y;Tue;11:26;13:01;;47650;442;CVG/ATL/2024-09-10 11:26:00
GB583;CVG;MIA;76Y;Tue;11:26;14:01;;47650;442;CVG/MIA/2024-09-10 11:26:00
GB803;CVG;LAX;76Y;Tue;11:16;16:06;;47650;442;CVG/LAX/2024-09-10 11:16:00
GB588;CVG;BWI;76Y;Tue;11:06;12:46;;47650;442;CVG/BWI/2024-09-10 11:06:00
GB552;CVG;JFK;76Y;Tue;10:25;12:25;;47650;442;CVG/JFK/2024-09-10 10:25:00
GB600;CVG;MIA;76Y;Tue;09:46;12:21;;47650;442;CVG/MIA/2024-09-10 09:46:00
3S393;CVG;LEJ;77X;Tue;12:25;20:40;;77350;645;CVG/LEJ/2024-09-10 12:25:00
3S395;CVG;LEJ;77X;Tue;21:15;05:30;1.0;77350;645;CVG/LEJ/2024-09-10 21:15:00
3S397;CVG;LEJ;77X;Tue;16:10;00:25;1.0;77350;645;CVG/LEJ/2024-09-10 16:10:00
D0525;CVG;EMA;77X;Tue;13:20;20:40;;77350;645;CVG/EMA/2024-09-10 13:20:00
K4218;CVG;NRT;77X;Tue;09:25;23:15;;77350;645;CVG/NRT/2024-09-10 09:25:00
PO977;CVG;ANC;77X;Tue;09:10;16:25;;77350;645;CVG/ANC/2024-09-10 09:10:00
SQ7429;CVG;HNL;77X;Tue;10:45;20:50;;77350;645;CVG/HNL/2024-09-10 10:45:00
3S303;CVG;BAH;77X;Tue;10:40;23:35;;77350;645;CVG/BAH/2024-09-10 10:40:00
D08;CVG;NGO;77X;Tue;10:55;01:40;1.0;77350;645;CVG/NGO/2024-09-10 10:55:00
KF277;CVG;BRU;33X;Wed;10:05;18:15;;51200;427;CVG/BRU/2024-09-11 10:05:00
KF377;CVG;LEJ;33X;Wed;01:20;09:30;;51200;427;CVG/LEJ/2024-09-11 01:20:00
QY373;CVG;MXP;33Y;Wed;17:50;02:40;1.0;49650;509;CVG/MXP/2024-09-11 17:50:00
PO751;CVG;NRT;74N;Wed;19:00;09:00;1.0;102300;853;CVG/NRT/2024-09-11 19:00:00
K4612;CVG;ICN;74Y;Wed;01:40;17:30;;87050;725;CVG/ICN/2024-09-11 01:40:00
K4616;CVG;ICN;74Y;Wed;23:40;15:30;1.0;87050;725;CVG/ICN/2024-09-11 23:40:00
D03;CVG;BRU;76V;Wed;12:35;20:45;;47650;442;CVG/BRU/2024-09-11 12:35:00
2I925;CVG;MCO;76Y;Wed;11:51;14:06;;47650;442;CVG/MCO/2024-09-11 11:51:00
GB480;CVG;JFK;76Y;Wed;23:33;01:33;1.0;47650;442;CVG/JFK/2024-09-11 23:33:00
GB599;CVG;MIA;76Y;Wed;21:30;00:05;1.0;47650;442;CVG/MIA/2024-09-11 21:30:00
GB810;CVG;LAX;76Y;Wed;17:00;21:50;;47650;442;CVG/LAX/2024-09-11 17:00:00
GB880;CVG;LAX;76Y;Wed;20:00;00:50;1.0;47650;442;CVG/LAX/2024-09-11 20:00:00
GB901;CVG;PTY;76Y;Wed;12:25;17:10;;47650;442;CVG/PTY/2024-09-11 12:25:00
W8951;CVG;YHM;76Y;Wed;11:45;13:05;;47650;442;CVG/YHM/2024-09-11 11:45:00
GB520;CVG;IAH;76Y;Wed;12:13;14:53;;47650;442;CVG/IAH/2024-09-11 12:13:00
W8952;CVG;NLU;76Y;Wed;11:30;15:40;;47650;442;CVG/NLU/2024-09-11 11:30:00
GB502;CVG;DFW;76Y;Wed;11:45;14:20;;47650;442;CVG/DFW/2024-09-11 11:45:00
W8920;CVG;GDL;76Y;Wed;11:18;15:43;;47650;442;CVG/GDL/2024-09-11 11:18:00
GB797;CVG;ORD;76Y;Wed;11:42;13:07;;47650;442;CVG/ORD/2024-09-11 11:42:00
W81926;CVG;YVR;76Y;Wed;11:10;16:10;;47650;442;CVG/YVR/2024-09-11 11:10:00
GB507;CVG;HRL;76Y;Wed;11:34;14:54;;47650;442;CVG/HRL/2024-09-11 11:34:00
W8991;CVG;YMX;76Y;Wed;11:04;13:04;;47650;442;CVG/YMX/2024-09-11 11:04:00
GB845;CVG;SJU;76Y;Wed;11:28;15:23;;47650;442;CVG/SJU/2024-09-11 11:28:00
W8371;CVG;EMA;76Y;Wed;10:00;17:30;;47650;442;CVG/EMA/2024-09-11 10:00:00
GB510;CVG;ATL;76Y;Wed;11:26;13:01;;47650;442;CVG/ATL/2024-09-11 11:26:00
GB583;CVG;MIA;76Y;Wed;11:26;14:01;;47650;442;CVG/MIA/2024-09-11 11:26:00
W8346;CVG;YHM;76Y;Wed;08:55;10:30;;47650;442;CVG/YHM/2024-09-11 08:55:00
GB803;CVG;LAX;76Y;Wed;11:16;16:06;;47650;442;CVG/LAX/2024-09-11 11:16:00
GB588;CVG;BWI;76Y;Wed;11:06;12:46;;47650;442;CVG/BWI/2024-09-11 11:06:00
GB552;CVG;JFK;76Y;Wed;10:25;12:25;;47650;442;CVG/JFK/2024-09-11 10:25:00
GB600;CVG;MIA;76Y;Wed;09:46;12:21;;47650;442;CVG/MIA/2024-09-11 09:46:00
3S393;CVG;LEJ;77X;Wed;12:25;20:40;;77350;645;CVG/LEJ/2024-09-11 12:25:00
3S397;CVG;LEJ;77X;Wed;16:10;00:25;1.0;77350;645;CVG/LEJ/2024-09-11 16:10:00
D0523;CVG;EMA;77X;Wed;13:20;20:40;;77350;645;CVG/EMA/2024-09-11 13:20:00
K4216;CVG;NRT;77X;Wed;09:25;23:15;;77350;645;CVG/NRT/2024-09-11 09:25:00
PO947;CVG;ANC;77X;Wed;09:10;16:25;;77350;645;CVG/ANC/2024-09-11 09:10:00
SQ7439;CVG;HNL;77X;Wed;10:45;20:50;;77350;645;CVG/HNL/2024-09-11 10:45:00
3S303;CVG;BAH;77X;Wed;10:40;23:35;;77350;645;CVG/BAH/2024-09-11 10:40:00
D02;CVG;NGO;77X;Wed;10:55;01:40;1.0;77350;645;CVG/NGO/2024-09-11 10:55:00
KF277;CVG;BRU;33X;Thu;10:05;18:15;;51200;427;CVG/BRU/2024-09-12 10:05:00
KF377;CVG;LEJ;33X;Thu;01:20;09:30;;51200;427;CVG/LEJ/2024-09-12 01:20:00
QY373;CVG;MXP;33Y;Thu;17:50;02:40;1.0;49650;509;CVG/MXP/2024-09-12 17:50:00
PO963;CVG;ICN;74N;Thu;20:40;12:05;1.0;102300;853;CVG/ICN/2024-09-12 20:40:00
D01;CVG;BRU;76V;Thu;12:35;20:45;;47650;442;CVG/BRU/2024-09-12 12:35:00
2I925;CVG;MCO;76Y;Thu;11:51;14:06;;47650;442;CVG/MCO/2024-09-12 11:51:00
GB480;CVG;JFK;76Y;Thu;23:33;01:33;1.0;47650;442;CVG/JFK/2024-09-12 23:33:00
GB599;CVG;MIA;76Y;Thu;21:30;00:05;1.0;47650;442;CVG/MIA/2024-09-12 21:30:00
GB810;CVG;LAX;76Y;Thu;17:00;21:50;;47650;442;CVG/LAX/2024-09-12 17:00:00
GB880;CVG;LAX;76Y;Thu;20:00;00:50;1.0;47650;442;CVG/LAX/2024-09-12 20:00:00
GB901;CVG;PTY;76Y;Thu;12:25;17:10;;47650;442;CVG/PTY/2024-09-12 12:25:00
W8951;CVG;YHM;76Y;Thu;11:45;13:05;;47650;442;CVG/YHM/2024-09-12 11:45:00
GB520;CVG;IAH;76Y;Thu;12:13;14:53;;47650;442;CVG/IAH/2024-09-12 12:13:00
W8952;CVG;NLU;76Y;Thu;11:30;15:40;;47650;442;CVG/NLU/2024-09-12 11:30:00
GB502;CVG;DFW;76Y;Thu;11:45;14:20;;47650;442;CVG/DFW/2024-09-12 11:45:00
W8920;CVG;GDL;76Y;Thu;11:18;15:43;;47650;442;CVG/GDL/2024-09-12 11:18:00
GB797;CVG;ORD;76Y;Thu;11:42;13:07;;47650;442;CVG/ORD/2024-09-12 11:42:00
W81926;CVG;YVR;76Y;Thu;11:10;16:10;;47650;442;CVG/YVR/2024-09-12 11:10:00
GB507;CVG;HRL;76Y;Thu;11:34;14:54;;47650;442;CVG/HRL/2024-09-12 11:34:00
W8991;CVG;YMX;76Y;Thu;11:04;13:04;;47650;442;CVG/YMX/2024-09-12 11:04:00
GB845;CVG;SJU;76Y;Thu;11:28;15:23;;47650;442;CVG/SJU/2024-09-12 11:28:00
W8371;CVG;EMA;76Y;Thu;10:00;17:30;;47650;442;CVG/EMA/2024-09-12 10:00:00
GB510;CVG;ATL;76Y;Thu;11:26;13:01;;47650;442;CVG/ATL/2024-09-12 11:26:00
GB583;CVG;MIA;76Y;Thu;11:26;14:01;;47650;442;CVG/MIA/2024-09-12 11:26:00
W8346;CVG;YHM;76Y;Thu;08:55;10:30;;47650;442;CVG/YHM/2024-09-12 08:55:00
GB803;CVG;LAX;76Y;Thu;11:16;16:06;;47650;442;CVG/LAX/2024-09-12 11:16:00
GB588;CVG;BWI;76Y;Thu;11:06;12:46;;47650;442;CVG/BWI/2024-09-12 11:06:00
GB552;CVG;JFK;76Y;Thu;10:25;12:25;;47650;442;CVG/JFK/2024-09-12 10:25:00
GB600;CVG;MIA;76Y;Thu;09:46;12:21;;47650;442;CVG/MIA/2024-09-12 09:46:00
3S393;CVG;LEJ;77X;Thu;12:25;20:40;;77350;645;CVG/LEJ/2024-09-12 12:25:00
3S395;CVG;LEJ;77X;Thu;21:25;05:40;1.0;77350;645;CVG/LEJ/2024-09-12 21:25:00
3S397;CVG;LEJ;77X;Thu;16:10;00:25;1.0;77350;645;CVG/LEJ/2024-09-12 16:10:00
D0525;CVG;EMA;77X;Thu;13:20;20:40;;77350;645;CVG/EMA/2024-09-12 13:20:00
K4218;CVG;NRT;77X;Thu;09:25;23:15;;77350;645;CVG/NRT/2024-09-12 09:25:00
PO947;CVG;ANC;77X;Thu;09:10;16:25;;77350;645;CVG/ANC/2024-09-12 09:10:00
SQ7441;CVG;HNL;77X;Thu;10:45;20:50;;77350;645;CVG/HNL/2024-09-12 10:45:00
3S303;CVG;BAH;77X;Thu;10:40;23:35;;77350;645;CVG/BAH/2024-09-12 10:40:00
D04;CVG;NGO;77X;Thu;10:55;01:40;1.0;77350;645;CVG/NGO/2024-09-12 10:55:00
KF277;CVG;BRU;33X;Fri;10:05;18:15;;51200;427;CVG/BRU/2024-09-13 10:05:00
KF377;CVG;LEJ;33X;Fri;01:20;09:30;;51200;427;CVG/LEJ/2024-09-13 01:20:00
QY373;CVG;MXP;33Y;Fri;21:40;06:30;1.0;49650;509;CVG/MXP/2024-09-13 21:40:00
PO717;CVG;NRT;74N;Fri;21:00;11:00;1.0;102300;853;CVG/NRT/2024-09-13 21:00:00
K4612;CVG;ICN;74Y;Fri;11:40;03:30;1.0;87050;725;CVG/ICN/2024-09-13 11:40:00
D03;CVG;BRU;76V;Fri;12:35;20:45;;47650;442;CVG/BRU/2024-09-13 12:35:00
2I925;CVG;MCO;76Y;Fri;11:51;14:06;;47650;442;CVG/MCO/2024-09-13 11:51:00
GB599;CVG;MIA;76Y;Fri;21:30;00:05;1.0;47650;442;CVG/MIA/2024-09-13 21:30:00
GB810;CVG;LAX;76Y;Fri;17:00;21:50;;47650;442;CVG/LAX/2024-09-13 17:00:00
GB901;CVG;PTY;76Y;Fri;12:25;17:10;;47650;442;CVG/PTY/2024-09-13 12:25:00
W8951;CVG;YHM;76Y;Fri;11:45;13:05;;47650;442;CVG/YHM/2024-09-13 11:45:00
GB520;CVG;IAH;76Y;Fri;12:13;14:53;;47650;442;CVG/IAH/2024-09-13 12:13:00
W8952;CVG;NLU;76Y;Fri;11:30;15:40;;47650;442;CVG/NLU/2024-09-13 11:30:00
GB502;CVG;DFW;76Y;Fri;11:45;14:20;;47650;442;CVG/DFW/2024-09-13 11:45:00
W8920;CVG;GDL;76Y;Fri;11:18;15:43;;47650;442;CVG/GDL/2024-09-13 11:18:00
GB797;CVG;ORD;76Y;Fri;11:42;13:07;;47650;442;CVG/ORD/2024-09-13 11:42:00
W81926;CVG;YVR;76Y;Fri;11:10;16:10;;47650;442;CVG/YVR/2024-09-13 11:10:00
GB507;CVG;HRL;76Y;Fri;11:34;14:54;;47650;442;CVG/HRL/2024-09-13 11:34:00
W8991;CVG;YMX;76Y;Fri;11:04;13:04;;47650;442;CVG/YMX/2024-09-13 11:04:00
GB845;CVG;SJU;76Y;Fri;11:28;15:23;;47650;442;CVG/SJU/2024-09-13 11:28:00
W8371;CVG;EMA;76Y;Fri;10:00;17:30;;47650;442;CVG/EMA/2024-09-13 10:00:00
GB510;CVG;ATL;76Y;Fri;11:26;13:01;;47650;442;CVG/ATL/2024-09-13 11:26:00
GB583;CVG;MIA;76Y;Fri;11:26;14:01;;47650;442;CVG/MIA/2024-09-13 11:26:00
W8346;CVG;YHM;76Y;Fri;08:55;10:30;;47650;442;CVG/YHM/2024-09-13 08:55:00
GB803;CVG;LAX;76Y;Fri;11:16;16:06;;47650;442;CVG/LAX/2024-09-13 11:16:00
GB588;CVG;BWI;76Y;Fri;11:06;12:46;;47650;442;CVG/BWI/2024-09-13 11:06:00
GB552;CVG;JFK;76Y;Fri;10:25;12:25;;47650;442;CVG/JFK/2024-09-13 10:25:00
GB600;CVG;MIA;76Y;Fri;09:46;12:21;;47650;442;CVG/MIA/2024-09-13 09:46:00
3S393;CVG;LEJ;77X;Fri;12:25;20:40;;77350;645;CVG/LEJ/2024-09-13 12:25:00
3S395;CVG;LEJ;77X;Fri;18:45;03:00;1.0;77350;645;CVG/LEJ/2024-09-13 18:45:00
3S397;CVG;LEJ;77X;Fri;16:10;00:25;1.0;77350;645;CVG/LEJ/2024-09-13 16:10:00
D0523;CVG;EMA;77X;Fri;13:20;20:40;;77350;645;CVG/EMA/2024-09-13 13:20:00
K4224;CVG;ANC;77X;Fri;07:35;14:35;;77350;645;CVG/ANC/2024-09-13 07:35:00
K4228;CVG;ICN;77X;Fri;22:40;14:30;1.0;77350;645;CVG/ICN/2024-09-13 22:40:00
PO991;CVG;ANC;77X;Fri;09:10;16:25;;77350;645;CVG/ANC/2024-09-13 09:10:00
SQ7431;CVG;HNL;77X;Fri;10:45;20:50;;77350;645;CVG/HNL/2024-09-13 10:45:00
3S303;CVG;BAH;77X;Fri;10:40;23:35;;77350;645;CVG/BAH/2024-09-13 10:40:00
D02;CVG;NGO;77X;Fri;10:55;01:40;1.0;77350;645;CVG/NGO/2024-09-13 10:55:00
KF377;CVG;LEJ;33X;Sat;01:20;09:30;;51200;427;CVG/LEJ/2024-09-14 01:20:00
PO977;CVG;NRT;74N;Sat;21:40;11:40;1.0;102300;853;CVG/NRT/2024-09-14 21:40:00
K4618;CVG;ICN;74Y;Sat;01:40;17:30;;87050;725;CVG/ICN/2024-09-14 01:40:00
D01;CVG;EMA;76V;Sat;11:00;18:30;;47650;442;CVG/EMA/2024-09-14 11:00:00
D0317;CVG;EMA;76V;Sat;19:45;03:15;1.0;47650;442;CVG/EMA/2024-09-14 19:45:00
W8346;CVG;YHM;76Y;Sat;21:55;23:30;;47650;442;CVG/YHM/2024-09-14 21:55:00
W8951;CVG;YHM;76Y;Sat;17:50;19:10;;47650;442;CVG/YHM/2024-09-14 17:50:00
W81920;CVG;GDL;76Y;Sat;14:00;18:25;;47650;442;CVG/GDL/2024-09-14 14:00:00
W8990;CVG;MTY;76Y;Sat;11:30;15:00;;47650;442;CVG/MTY/2024-09-14 11:30:00
GB1845;CVG;SJU;76Y;Sat;17:30;21:25;;47650;442;CVG/SJU/2024-09-14 17:30:00
W8371;CVG;EMA;76Y;Sat;10:00;17:30;;47650;442;CVG/EMA/2024-09-14 10:00:00
GB901;CVG;PTY;76Y;Sat;13:15;18:00;;47650;442;CVG/PTY/2024-09-14 13:15:00
GB552;CVG;JFK;76Y;Sat;12:54;14:54;;47650;442;CVG/JFK/2024-09-14 12:54:00
GB583;CVG;MIA;76Y;Sat;12:30;15:05;;47650;442;CVG/MIA/2024-09-14 12:30:00
GB321;CVG;DFW;76Y;Sat;11:24;13:59;;47650;442;CVG/DFW/2024-09-14 11:24:00
GB803;CVG;LAX;76Y;Sat;10:30;15:20;;47650;442;CVG/LAX/2024-09-14 10:30:00
GB600;CVG;MIA;76Y;Sat;10:20;12:55;;47650;442;CVG/MIA/2024-09-14 10:20:00
3S303;CVG;BAH;77X;Sat;10:40;23:35;;77350;645;CVG/BAH/2024-09-14 10:40:00
3S391;CVG;LEJ;77X;Sat;18:15;02:30;1.0;77350;645;CVG/LEJ/2024-09-14 18:15:00
D04;CVG;NGO;77X;Sat;13:45;04:30;1.0;77350;645;CVG/NGO/2024-09-14 13:45:00
D0537;CVG;EMA;77X;Sat;16:00;23:20;;77350;645;CVG/EMA/2024-09-14 16:00:00
PO958;CVG;ANC;77X;Sat;19:35;02:50;1.0;77350;645;CVG/ANC/2024-09-14 19:35:00
SQ7411;CVG;NGO;77X;Sat;14:00;04:35;1.0;77350;645;CVG/NGO/2024-09-14 14:00:00
SQ7443;CVG;LAX;77X;Sat;11:05;16:00;;77350;645;CVG/LAX/2024-09-14 11:05:00
KF377;CVG;LEJ;33X;Sun;01:20;09:30;;51200;427;CVG/LEJ/2024-09-15 01:20:00
KF277;CVG;BRU;33X;Sun;00:05;08:15;;51200;427;CVG/BRU/2024-09-15 00:05:00
QY311;CVG;LEJ;33Y;Sun;10:05;18:45;;49650;509;CVG/LEJ/2024-09-15 10:05:00
PO789;CVG;ICN;74N;Sun;18:00;09:25;1.0;102300;853;CVG/ICN/2024-09-15 18:00:00
K4614;CVG;ICN;74Y;Sun;23:40;15:30;1.0;87050;725;CVG/ICN/2024-09-15 23:40:00
K4616;CVG;ICN;74Y;Sun;01:35;17:25;;87050;725;CVG/ICN/2024-09-15 01:35:00
K4624;CVG;ICN;74Y;Sun;22:10;14:00;1.0;87050;725;CVG/ICN/2024-09-15 22:10:00
W8905;CVG;NLU;76Y;Sun;12:00;16:10;;47650;442;CVG/NLU/2024-09-15 12:00:00
2I925;CVG;MCO;76Y;Sun;10:20;12:35;;47650;442;CVG/MCO/2024-09-15 10:20:00
GB305;CVG;JFK;76Y;Sun;00:07;02:07;;47650;442;CVG/JFK/2024-09-15 00:07:00
GB845;CVG;SJU;76Y;Sun;10:00;13:55;;47650;442;CVG/SJU/2024-09-15 10:00:00
GB810;CVG;PHX;76Y;Sun;09:00;13:10;;47650;442;CVG/PHX/2024-09-15 09:00:00
3S303;CVG;BAH;77X;Sun;10:40;23:35;;77350;645;CVG/BAH/2024-09-15 10:40:00
3S399;CVG;LEJ;77X;Sun;18:25;02:40;1.0;77350;645;CVG/LEJ/2024-09-15 18:25:00
D03;CVG;EMA;77X;Sun;06:35;13:55;;77350;645;CVG/EMA/2024-09-15 06:35:00
SQ7445;CVG;NGO;77X;Sun;06:35;21:10;;77350;645;CVG/NGO/2024-09-15 06:35:00
3S391;CVG;LEJ;77X;Sun;16:50;01:05;1.0;77350;645;CVG/LEJ/2024-09-15 16:50:00
D0523;CVG;EMA;77X;Sun;15:10;22:30;;77350;645;CVG/EMA/2024-09-15 15:10:00
K4208;CVG;LEJ;77X;Sun;06:55;15:30;;77350;645;CVG/LEJ/2024-09-15 06:55:00
QY546;DEL;HKG;33X;Mon;14:45;20:00;;51200;427;DEL/HKG/2024-09-09 14:45:00
QY548;DEL;HKG;33X;Tue;14:45;20:00;;51200;427;DEL/HKG/2024-09-10 14:45:00
BZ408;DEL;BAH;75V;Tue;06:00;10:15;;23850;199;DEL/BAH/2024-09-10 06:00:00
3S593;DEL;EMA;77X;Tue;06:35;16:20;;77350;645;DEL/EMA/2024-09-10 06:35:00
QY546;DEL;HKG;33X;Wed;14:45;20:00;;51200;427;DEL/HKG/2024-09-11 14:45:00
BZ408;DEL;BAH;75V;Wed;06:00;10:15;;23850;199;DEL/BAH/2024-09-11 06:00:00
3S593;DEL;EMA;77X;Wed;06:35;16:20;;77350;645;DEL/EMA/2024-09-11 06:35:00
QY548;DEL;HKG;33X;Thu;14:45;20:00;;51200;427;DEL/HKG/2024-09-12 14:45:00
BZ408;DEL;BAH;75V;Thu;06:00;10:15;;23850;199;DEL/BAH/2024-09-12 06:00:00
3S593;DEL;EMA;77X;Thu;06:35;16:20;;77350;645;DEL/EMA/2024-09-12 06:35:00
QY546;DEL;HKG;33X;Fri;14:45;20:00;;51200;427;DEL/HKG/2024-09-13 14:45:00
BZ408;DEL;BAH;75V;Fri;06:00;10:15;;23850;199;DEL/BAH/2024-09-13 06:00:00
3S593;DEL;EMA;77X;Fri;06:35;16:20;;77350;645;DEL/EMA/2024-09-13 06:35:00
QY548;DEL;HKG;33X;Sat;14:45;20:00;;51200;427;DEL/HKG/2024-09-14 14:45:00
BZ408;DEL;BAH;75V;Sat;06:00;10:15;;23850;199;DEL/BAH/2024-09-14 06:00:00
3S593;DEL;LEJ;77X;Sat;12:25;21:00;;77350;645;DEL/LEJ/2024-09-14 12:25:00
BZ408;DEL;BAH;75V;Sun;06:00;10:15;;23850;199;DEL/BAH/2024-09-15 06:00:00
3S591;DEL;LEJ;77X;Sun;07:35;16:10;;77350;645;DEL/LEJ/2024-09-15 07:35:00
K4816;DFW;ANC;74Y;Mon;01:15;08:15;;87050;725;DFW/ANC/2024-09-09 01:15:00
GB1102;DFW;CVG;76Y;Mon;05:05;07:20;;47650;442;DFW/CVG/2024-09-09 05:05:00
GB102;DFW;CVG;76Y;Tue;04:30;06:45;;47650;442;DFW/CVG/2024-09-10 04:30:00
K4812;DFW;ANC;77X;Wed;01:15;08:15;;77350;645;DFW/ANC/2024-09-11 01:15:00
GB102;DFW;CVG;76Y;Wed;04:30;06:45;;47650;442;DFW/CVG/2024-09-11 04:30:00
3S465;DFW;FRA;77X;Wed;06:20;15:45;;77350;645;DFW/FRA/2024-09-11 06:20:00
GB102;DFW;CVG;76Y;Thu;04:30;06:45;;47650;442;DFW/CVG/2024-09-12 04:30:00
GB102;DFW;CVG;76Y;Fri;04:30;06:45;;47650;442;DFW/CVG/2024-09-13 04:30:00
K4814;DFW;ANC;74Y;Sat;01:15;08:15;;87050;725;DFW/ANC/2024-09-14 01:15:00
GB102;DFW;CVG;76Y;Sat;04:30;06:45;;47650;442;DFW/CVG/2024-09-14 04:30:00
GB322;DFW;CVG;76Y;Sat;16:58;19:13;;47650;442;DFW/CVG/2024-09-14 16:58:00
3S466;DFW;IAH;77X;Sat;03:20;04:35;;77350;645;DFW/IAH/2024-09-14 03:20:00
3S468;DFW;IAH;77X;Sun;20:15;21:30;;77350;645;DFW/IAH/2024-09-15 20:15:00
